Farbe	Kommentar	Dokumentgruppe	Dokumentname	Code	Anfang	Ende	Gewicht	Segment	Bearbeitet von	Bearbeitet am	Erstellt von	Erstellt am	Fläche	Abdeckungsgrad %
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\looking at phone	0:09:31,8	0:09:49,8	0		empshiwi	15.10.2020 09:18:07	empshiwi	15.10.2020 09:18:07	00:00:18,0	2,09
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:09:31,1	0:09:34,6	0		empshiwi	15.10.2020 09:15:19	empshiwi	15.10.2020 09:15:19	00:00:03,4	0,40
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:09:41,3	0:09:43,0	0		empshiwi	15.10.2020 09:16:45	empshiwi	15.10.2020 09:16:45	00:00:01,7	0,20
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:09:43,0	0:09:43,6	0		empshiwi	15.10.2020 09:16:55	empshiwi	15.10.2020 09:16:55	00:00:00,5	0,06
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:09:45,0	0:09:46,1	0		empshiwi	15.10.2020 09:17:04	empshiwi	15.10.2020 09:17:04	00:00:01,0	0,12
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\looking at phone\perceived	0:09:43,7	0:09:43,9	0		empshiwi	15.10.2020 09:17:28	empshiwi	15.10.2020 09:17:28	00:00:00,1	0,02
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\looking at phone\reacted	0:09:45,0	0:09:46,1	0		empshiwi	15.10.2020 09:17:33	empshiwi	15.10.2020 09:17:33	00:00:01,0	0,12
?			Aperol_pilot_01_02_expert_A_cam1	disturbance\looking at phone\reacted\verbal	0:09:45,0	0:09:46,1	0		empshiwi	15.10.2020 09:17:35	empshiwi	15.10.2020 09:17:35	00:00:01,0	0,12
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:09:46,4	0:09:49,8	0		empshiwi	15.10.2020 09:17:51	empshiwi	15.10.2020 09:17:51	00:00:03,3	0,39
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:09:50,7	0:09:52,1	0		empshiwi	15.10.2020 09:18:24	empshiwi	15.10.2020 09:18:24	00:00:01,3	0,16
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:09:52,1	0:09:54,2	0		empshiwi	15.10.2020 09:18:33	empshiwi	15.10.2020 09:18:33	00:00:02,0	0,24
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:09:54,2	0:09:56,9	0		empshiwi	15.10.2020 09:18:51	empshiwi	15.10.2020 09:18:51	00:00:02,6	0,30
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:09:56,9	0:09:57,8	0		empshiwi	15.10.2020 09:19:01	empshiwi	15.10.2020 09:19:01	00:00:00,8	0,10
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:09:58,5	0:10:07,0	0		empshiwi	15.10.2020 09:19:42	empshiwi	15.10.2020 09:19:42	00:00:08,4	0,97
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\student	0:10:09,3	0:10:10,3	0		empshiwi	15.10.2020 09:19:59	empshiwi	15.10.2020 09:19:59	00:00:00,9	0,11
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:10:09,3	0:10:11,9	0		empshiwi	15.10.2020 09:20:10	empshiwi	15.10.2020 09:20:10	00:00:02,5	0,29
?			Aperol_pilot_01_02_expert_A_cam1	speaking time\teacher	0:10:13,0	0:10:17,2	0		empshiwi	15.10.2020 09:20:40	empshiwi	15.10.2020 09:20:40	00:00:04,2	0,49
