Farbe	Kommentar	Dokumentgruppe	Dokumentname	Code	Anfang	Ende	Gewicht	Segment	Bearbeitet von	Bearbeitet am	Erstellt von	Erstellt am	Fläche	Abdeckungsgrad %
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\teachter	0:09:47,4	0:09:51,4	0		empshiwi	15.10.2020 11:49:39	empshiwi	15.10.2020 11:49:39	00:00:03,9	0,56
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\walking around\reacted	0:09:50,0	0:09:51,4	0		empshiwi	15.10.2020 11:49:47	empshiwi	15.10.2020 11:49:47	00:00:01,3	0,19
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\walking around\reacted\verbal	0:09:50,0	0:09:51,4	0		empshiwi	15.10.2020 11:49:48	empshiwi	15.10.2020 11:49:48	00:00:01,3	0,19
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\walking around\perceived 	0:09:42,6	0:09:42,8	0		empshiwi	15.10.2020 11:50:04	empshiwi	15.10.2020 11:50:04	00:00:00,2	0,04
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\walking around	0:09:38,4	0:10:13,6	0		empshiwi	15.10.2020 11:50:54	empshiwi	15.10.2020 11:50:54	00:00:35,1	4,98
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\student	0:09:52,5	0:09:55,3	0		empshiwi	15.10.2020 11:51:22	empshiwi	15.10.2020 11:51:22	00:00:02,7	0,39
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\teachter	0:09:55,9	0:09:57,0	0		empshiwi	15.10.2020 11:51:41	empshiwi	15.10.2020 11:51:41	00:00:01,1	0,17
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\student	0:09:56,0	0:09:59,3	0		empshiwi	15.10.2020 11:52:03	empshiwi	15.10.2020 11:52:03	00:00:03,2	0,45
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\teachter	0:09:59,4	0:10:05,6	0		empshiwi	15.10.2020 11:52:17	empshiwi	15.10.2020 11:52:17	00:00:06,2	0,88
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\teachter	0:10:08,8	0:10:28,8	0		empshiwi	15.10.2020 11:52:58	empshiwi	15.10.2020 11:52:58	00:00:19,9	2,83
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\teachter	0:10:29,8	0:10:33,8	0		empshiwi	15.10.2020 11:53:13	empshiwi	15.10.2020 11:53:13	00:00:03,9	0,56
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\teachter	0:10:34,4	0:10:37,3	0		empshiwi	15.10.2020 11:53:25	empshiwi	15.10.2020 11:53:25	00:00:02,8	0,41
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\asking question	0:10:35,4	0:10:44,0	0		empshiwi	15.10.2020 11:54:03	empshiwi	15.10.2020 11:54:03	00:00:08,5	1,21
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	disturbance\asking question\perceived	0:10:37,7	0:10:37,9	0		empshiwi	15.10.2020 11:54:44	empshiwi	15.10.2020 11:54:44	00:00:00,2	0,03
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\student	0:10:40,1	0:10:44,0	0		empshiwi	15.10.2020 11:55:22	empshiwi	15.10.2020 11:55:22	00:00:03,8	0,55
?		kodiert von Anna	Aperol_pilot_01_03_novice_B_cam1	speaking time\teachter	0:10:38,4	0:10:40,1	0		empshiwi	15.10.2020 11:55:36	empshiwi	15.10.2020 11:55:36	00:00:01,6	0,23
